sales_id,order_id,date_key,product_id,region_id,quantity,unit_price,revenue,discount_pct,customer_segment,sales_channel
60,ORD-100060,20231009,5,1,3,95.0,285.0,0.0,Home Office,Online
61,ORD-100061,20230228,14,4,5,120.0,600.0,0.0,Consumer,Online
62,ORD-100062,20230728,1,4,2,1100.0,1570.8,0.15,Consumer,In-Store
63,ORD-100063,20230131,15,4,1,55.0,55.0,0.0,Consumer,In-Store
64,ORD-100064,20230526,12,2,1,38.0,36.1,0.05,Corporate,In-Store
65,ORD-100065,20230824,14,3,2,120.0,201.6,0.0,Home Office,In-Store
66,ORD-100066,20230321,9,4,1,220.0,220.0,0.0,Consumer,Online
67,ORD-100067,20231024,12,3,3,38.0,108.3,0.05,Consumer,In-Store
68,ORD-100068,20230130,6,2,4,130.0,468.0,0.1,Corporate,Online
69,ORD-100069,20230103,12,4,2,38.0,76.0,0.0,Consumer,Online
70,ORD-100070,20231101,11,3,3,18.0,51.52,0.1,Consumer,In-Store
71,ORD-100071,20230319,13,2,2,45.0,90.0,0.0,Consumer,Online
72,ORD-100072,20231114,8,1,2,25.0,53.0,0.0,Home Office,In-Store
73,ORD-100073,20230514,5,3,1,95.0,95.0,0.0,Home Office,In-Store
74,ORD-100074,20230503,11,2,1,18.0,18.0,0.0,Consumer,In-Store
75,ORD-100075,20230823,11,1,3,18.0,45.36,0.0,Consumer,Online
76,ORD-100076,20230823,1,3,2,1100.0,1755.6,0.05,Home Office,Online
77,ORD-100077,20230207,10,4,2,65.0,130.0,0.0,Home Office,In-Store
78,ORD-100078,20230329,11,1,2,18.0,36.0,0.0,Consumer,Online
79,ORD-100079,20230709,1,4,4,1100.0,3511.2,0.05,Corporate,In-Store
80,ORD-100080,20231126,7,1,1,85.0,90.1,0.0,Home Office,Online
81,ORD-100081,20231208,8,3,3,25.0,79.5,0.0,Corporate,Online
82,ORD-100082,20230310,14,3,2,120.0,228.0,0.05,Consumer,Online
83,ORD-100083,20230520,7,1,2,85.0,161.5,0.05,Consumer,In-Store
84,ORD-100084,20230415,1,1,1,1100.0,1100.0,0.0,Corporate,In-Store
85,ORD-100085,20230528,12,3,2,38.0,76.0,0.0,Consumer,Online
86,ORD-100086,20231121,8,2,1,25.0,26.5,0.0,Corporate,Online
87,ORD-100087,20230102,6,3,3,130.0,390.0,0.0,Consumer,In-Store
88,ORD-100088,20230324,6,3,2,130.0,234.0,0.1,Home Office,In-Store
89,ORD-100089,20231015,9,1,1,220.0,209.0,0.05,Consumer,Online
90,ORD-100090,20231007,1,3,5,1100.0,5225.0,0.05,Corporate,Online
91,ORD-100091,20230809,6,3,2,130.0,218.4,0.0,Corporate,In-Store
92,ORD-100092,20230107,14,2,6,120.0,648.0,0.1,Home Office,Online
93,ORD-100093,20231208,3,1,1,180.0,190.8,0.0,Home Office,In-Store
94,ORD-100094,20231114,2,3,1,79.0,83.74,0.0,Consumer,Online
95,ORD-100095,20230401,11,1,4,18.0,72.0,0.0,Consumer,In-Store
96,ORD-100096,20230728,2,3,3,79.0,179.17,0.1,Home Office,Online
97,ORD-100097,20230517,10,4,1,65.0,65.0,0.0,Home Office,Online
98,ORD-100098,20230728,11,4,6,18.0,90.72,0.0,Corporate,Online
99,ORD-100099,20230413,6,4,2,130.0,234.0,0.1,Corporate,In-Store
100,ORD-100100,20230606,12,2,3,38.0,108.3,0.05,Consumer,Online
101,ORD-100101,20230113,2,4,2,79.0,142.2,0.1,Corporate,In-Store
102,ORD-100102,20230523,5,4,2,95.0,190.0,0.0,Corporate,In-Store
103,ORD-100103,20231125,13,1,1,45.0,40.55,0.15,Home Office,In-Store
104,ORD-100104,20230115,14,3,3,120.0,360.0,0.0,Corporate,Online
105,ORD-100105,20231009,5,2,3,95.0,270.75,0.05,Consumer,Online
106,ORD-100106,20231102,11,4,1,18.0,19.08,0.0,Home Office,In-Store
107,ORD-100107,20230812,1,3,2,1100.0,1663.2,0.1,Home Office,Online
108,ORD-100108,20230707,6,1,1,130.0,103.74,0.05,Corporate,Online
109,ORD-100109,20231229,9,1,1,220.0,221.54,0.05,Home Office,Online
110,ORD-100110,20230706,1,4,3,1100.0,2772.0,0.0,Home Office,In-Store
111,ORD-100111,20231116,2,4,2,79.0,167.48,0.0,Consumer,In-Store
112,ORD-100112,20230917,11,4,6,18.0,86.18,0.05,Corporate,In-Store
113,ORD-100113,20230718,6,1,3,130.0,311.22,0.05,Consumer,Online
114,ORD-100114,20230813,7,4,1,85.0,71.4,0.0,Home Office,Online
115,ORD-100115,20231112,1,2,1,1100.0,1166.0,0.0,Corporate,Online
116,ORD-100116,20230605,2,3,3,79.0,225.15,0.05,Corporate,In-Store
117,ORD-100117,20230827,15,2,1,55.0,41.58,0.1,Home Office,Online
118,ORD-100118,20230919,3,4,1,180.0,128.52,0.15,Home Office,Online
119,ORD-100119,20231204,1,4,2,1100.0,1982.2,0.15,Home Office,In-Store
120,ORD-100120,20230225,1,3,6,1100.0,6600.0,0.0,Consumer,In-Store
121,ORD-100121,20230426,9,3,2,220.0,418.0,0.05,Consumer,Online
122,ORD-100122,20230124,8,4,1,25.0,25.0,0.0,Corporate,Online
123,ORD-100123,20230822,14,4,2,120.0,191.52,0.05,Home Office,Online
124,ORD-100124,20231223,4,1,2,350.0,742.0,0.0,Corporate,Online
125,ORD-100125,20230317,8,1,6,25.0,127.5,0.15,Consumer,Online
126,ORD-100126,20230806,10,3,1,65.0,49.14,0.1,Home Office,In-Store
127,ORD-100127,20230126,10,1,5,65.0,292.5,0.1,Consumer,In-Store
128,ORD-100128,20230310,14,3,3,120.0,360.0,0.0,Home Office,In-Store
129,ORD-100129,20230815,14,4,1,120.0,100.8,0.0,Home Office,In-Store
130,ORD-100130,20231008,6,4,6,130.0,780.0,0.0,Consumer,In-Store
131,ORD-100131,20230819,9,2,6,220.0,997.92,0.1,Consumer,In-Store
132,ORD-100132,20230924,11,2,2,18.0,30.24,0.0,Consumer,In-Store
133,ORD-100133,20230814,1,4,4,1100.0,3141.6,0.15,Corporate,Online
134,ORD-100134,20230520,15,3,3,55.0,148.5,0.1,Home Office,Online
135,ORD-100135,20230312,11,1,2,18.0,36.0,0.0,Corporate,Online
136,ORD-100136,20231228,14,3,1,120.0,120.84,0.05,Corporate,In-Store
137,ORD-100137,20230619,9,2,1,220.0,209.0,0.05,Corporate,Online
138,ORD-100138,20230416,8,4,2,25.0,45.0,0.1,Corporate,Online
139,ORD-100139,20231022,8,3,4,25.0,100.0,0.0,Consumer,In-Store
140,ORD-100140,20230602,2,1,3,79.0,225.15,0.05,Corporate,Online
141,ORD-100141,20230907,10,1,1,65.0,54.6,0.0,Corporate,In-Store
142,ORD-100142,20230115,6,3,2,130.0,260.0,0.0,Home Office,In-Store
143,ORD-100143,20230326,13,2,2,45.0,81.0,0.1,Consumer,Online
144,ORD-100144,20230721,6,3,4,130.0,393.12,0.1,Home Office,Online
145,ORD-100145,20230212,2,4,2,79.0,158.0,0.0,Consumer,In-Store
146,ORD-100146,20230404,7,4,2,85.0,170.0,0.0,Corporate,In-Store
147,ORD-100147,20230419,9,1,1,220.0,220.0,0.0,Corporate,In-Store
148,ORD-100148,20230523,2,1,1,79.0,75.05,0.05,Corporate,In-Store
149,ORD-100149,20230211,3,2,5,180.0,900.0,0.0,Home Office,Online
150,ORD-100150,20230629,9,1,1,220.0,220.0,0.0,Consumer,Online
151,ORD-100151,20230107,2,1,1,79.0,79.0,0.0,Consumer,Online
152,ORD-100152,20230503,2,2,1,79.0,79.0,0.0,Home Office,Online
153,ORD-100153,20231015,8,3,1,25.0,22.5,0.1,Home Office,In-Store
154,ORD-100154,20230708,9,1,4,220.0,665.28,0.1,Home Office,Online
155,ORD-100155,20230304,1,1,4,1100.0,4180.0,0.05,Home Office,Online
156,ORD-100156,20230609,3,1,2,180.0,360.0,0.0,Corporate,In-Store
157,ORD-100157,20230412,9,2,2,220.0,418.0,0.05,Home Office,Online
158,ORD-100158,20230222,1,1,3,1100.0,2970.0,0.1,Corporate,Online
159,ORD-100159,20231017,8,3,1,25.0,25.0,0.0,Corporate,In-Store
160,ORD-100160,20231205,8,1,1,25.0,26.5,0.0,Home Office,In-Store
161,ORD-100161,20230127,1,2,1,1100.0,1100.0,0.0,Corporate,Online
162,ORD-100162,20230821,2,4,2,79.0,126.08,0.05,Corporate,Online
163,ORD-100163,20230811,11,2,1,18.0,15.12,0.0,Home Office,In-Store
164,ORD-100164,20231112,8,3,2,25.0,53.0,0.0,Home Office,In-Store
165,ORD-100165,20230827,5,2,3,95.0,227.43,0.05,Home Office,In-Store
166,ORD-100166,20230627,6,4,3,130.0,390.0,0.0,Consumer,In-Store
167,ORD-100167,20230819,2,1,1,79.0,66.36,0.0,Corporate,In-Store
168,ORD-100168,20230622,3,2,1,180.0,162.0,0.1,Corporate,Online
169,ORD-100169,20230907,2,3,2,79.0,112.81,0.15,Corporate,In-Store
170,ORD-100170,20230524,2,2,6,79.0,426.6,0.1,Home Office,In-Store
171,ORD-100171,20231012,11,1,1,18.0,17.1,0.05,Consumer,Online
172,ORD-100172,20230504,14,3,2,120.0,240.0,0.0,Corporate,Online
173,ORD-100173,20231220,11,1,1,18.0,19.08,0.0,Home Office,In-Store
174,ORD-100174,20230803,8,1,1,25.0,19.95,0.05,Corporate,Online
175,ORD-100175,20230710,5,3,1,95.0,79.8,0.0,Home Office,In-Store
176,ORD-100176,20230831,8,1,1,25.0,21.0,0.0,Corporate,In-Store
177,ORD-100177,20231009,1,4,1,1100.0,990.0,0.1,Home Office,In-Store
178,ORD-100178,20230519,4,3,3,350.0,997.5,0.05,Consumer,Online
179,ORD-100179,20230409,7,2,2,85.0,153.0,0.1,Home Office,Online
180,ORD-100180,20230409,11,4,1,18.0,17.1,0.05,Corporate,In-Store
181,ORD-100181,20231017,14,1,1,120.0,114.0,0.05,Home Office,In-Store
182,ORD-100182,20230210,8,4,1,25.0,22.5,0.1,Consumer,In-Store
183,ORD-100183,20230402,3,1,1,180.0,162.0,0.1,Home Office,Online
184,ORD-100184,20230521,9,3,2,220.0,396.0,0.1,Consumer,In-Store
185,ORD-100185,20231224,6,4,2,130.0,275.6,0.0,Home Office,In-Store
186,ORD-100186,20230219,7,2,3,85.0,255.0,0.0,Corporate,In-Store
187,ORD-100187,20230903,3,4,2,180.0,302.4,0.0,Consumer,Online
188,ORD-100188,20230516,13,3,1,45.0,40.5,0.1,Consumer,Online
189,ORD-100189,20230725,9,2,1,220.0,166.32,0.1,Home Office,Online
190,ORD-100190,20230319,9,3,5,220.0,990.0,0.1,Home Office,In-Store
191,ORD-100191,20230204,2,2,1,79.0,75.05,0.05,Home Office,In-Store
192,ORD-100192,20231107,1,3,3,1100.0,3148.2,0.1,Home Office,Online
193,ORD-100193,20230925,6,4,1,130.0,98.28,0.1,Corporate,In-Store
194,ORD-100194,20231010,2,2,4,79.0,316.0,0.0,Home Office,Online
195,ORD-100195,20231104,3,3,3,180.0,543.78,0.05,Consumer,Online
196,ORD-100196,20230516,10,3,1,65.0,65.0,0.0,Consumer,Online
197,ORD-100197,20230330,3,4,2,180.0,360.0,0.0,Consumer,Online
198,ORD-100198,20230729,7,4,1,85.0,67.83,0.05,Home Office,In-Store
199,ORD-100199,20230530,8,3,1,25.0,22.5,0.1,Corporate,In-Store
200,ORD-100200,20231226,14,3,3,120.0,343.44,0.1,Consumer,Online
201,ORD-100201,20230516,10,1,2,65.0,123.5,0.05,Home Office,Online
202,ORD-100202,20230806,7,3,5,85.0,321.3,0.1,Consumer,Online
203,ORD-100203,20230517,7,1,6,85.0,459.0,0.1,Consumer,Online
204,ORD-100204,20230326,2,4,4,79.0,316.0,0.0,Home Office,In-Store
205,ORD-100205,20230813,9,2,1,220.0,184.8,0.0,Home Office,In-Store
206,ORD-100206,20231225,11,1,1,18.0,19.08,0.0,Corporate,In-Store
207,ORD-100207,20230813,8,4,2,25.0,42.0,0.0,Consumer,In-Store
208,ORD-100208,20230615,10,2,1,65.0,65.0,0.0,Consumer,Online
209,ORD-100209,20230427,2,1,2,79.0,158.0,0.0,Home Office,Online
210,ORD-100210,20231211,13,2,2,45.0,90.63,0.05,Home Office,Online
211,ORD-100211,20230331,1,3,1,1100.0,935.0,0.15,Home Office,In-Store
212,ORD-100212,20230523,2,2,1,79.0,67.15,0.15,Home Office,In-Store
213,ORD-100213,20231122,8,3,1,25.0,25.18,0.05,Consumer,In-Store
214,ORD-100214,20230628,3,4,1,180.0,180.0,0.0,Corporate,Online
215,ORD-100215,20230324,1,2,2,1100.0,2200.0,0.0,Home Office,In-Store
216,ORD-100216,20230528,11,2,2,18.0,36.0,0.0,Corporate,Online
217,ORD-100217,20230821,7,3,1,85.0,71.4,0.0,Corporate,In-Store
218,ORD-100218,20230313,12,4,2,38.0,76.0,0.0,Home Office,Online
219,ORD-100219,20231203,9,2,1,220.0,233.2,0.0,Corporate,In-Store
220,ORD-100220,20230128,10,3,1,65.0,65.0,0.0,Corporate,In-Store
221,ORD-100221,20231117,3,3,1,180.0,190.8,0.0,Consumer,Online
222,ORD-100222,20230517,11,1,3,18.0,54.0,0.0,Corporate,In-Store
223,ORD-100223,20231224,2,1,3,79.0,226.1,0.1,Consumer,Online
224,ORD-100224,20231230,11,2,3,18.0,57.24,0.0,Home Office,Online
225,ORD-100225,20231010,5,4,1,95.0,95.0,0.0,Consumer,Online
226,ORD-100226,20230821,3,1,1,180.0,143.64,0.05,Consumer,In-Store
227,ORD-100227,20230530,7,4,4,85.0,340.0,0.0,Corporate,In-Store
228,ORD-100228,20230908,4,2,2,350.0,588.0,0.0,Corporate,Online
229,ORD-100229,20230716,9,2,2,220.0,369.6,0.0,Home Office,Online
230,ORD-100230,20230205,5,4,3,95.0,285.0,0.0,Corporate,In-Store
231,ORD-100231,20230917,12,2,5,38.0,143.64,0.1,Consumer,In-Store
232,ORD-100232,20230602,7,1,1,85.0,85.0,0.0,Home Office,In-Store
233,ORD-100233,20230318,9,1,1,220.0,198.0,0.1,Corporate,In-Store
234,ORD-100234,20230620,15,3,1,55.0,55.0,0.0,Home Office,In-Store
235,ORD-100235,20230828,1,4,1,1100.0,877.8,0.05,Consumer,Online
236,ORD-100236,20231020,4,3,3,350.0,945.0,0.1,Corporate,Online
237,ORD-100237,20230612,3,1,1,180.0,162.0,0.1,Home Office,In-Store
238,ORD-100238,20230726,12,3,3,38.0,90.97,0.05,Home Office,Online
239,ORD-100239,20230905,2,4,2,79.0,132.72,0.0,Home Office,In-Store
240,ORD-100240,20230215,8,1,1,25.0,23.75,0.05,Consumer,In-Store
241,ORD-100241,20230108,2,3,1,79.0,79.0,0.0,Corporate,Online
242,ORD-100242,20230208,5,2,3,95.0,285.0,0.0,Corporate,In-Store
243,ORD-100243,20231116,8,2,3,25.0,71.55,0.1,Home Office,Online
244,ORD-100244,20230628,10,1,1,65.0,65.0,0.0,Home Office,In-Store
245,ORD-100245,20230612,9,1,2,220.0,418.0,0.05,Corporate,Online
246,ORD-100246,20231113,5,4,1,95.0,100.7,0.0,Home Office,In-Store
247,ORD-100247,20230427,10,2,3,65.0,195.0,0.0,Corporate,Online
248,ORD-100248,20231121,4,4,4,350.0,1409.8,0.05,Consumer,In-Store
249,ORD-100249,20230327,4,3,2,350.0,700.0,0.0,Consumer,Online
250,ORD-100250,20230616,13,1,5,45.0,225.0,0.0,Corporate,In-Store
251,ORD-100251,20230711,3,3,4,180.0,574.56,0.05,Consumer,In-Store
252,ORD-100252,20231017,11,3,3,18.0,48.6,0.1,Consumer,Online
253,ORD-100253,20230331,4,2,1,350.0,297.5,0.15,Corporate,Online
254,ORD-100254,20230905,14,1,3,120.0,272.16,0.1,Consumer,In-Store
255,ORD-100255,20231123,3,3,5,180.0,954.0,0.0,Corporate,Online
256,ORD-100256,20230822,10,2,5,65.0,232.05,0.15,Home Office,Online
257,ORD-100257,20230207,14,2,4,120.0,432.0,0.1,Corporate,In-Store
258,ORD-100258,20231123,5,4,1,95.0,95.67,0.05,Corporate,In-Store
259,ORD-100259,20230604,3,1,1,180.0,171.0,0.05,Corporate,In-Store
260,ORD-100260,20230224,5,3,1,95.0,95.0,0.0,Home Office,In-Store
261,ORD-100261,20231022,8,4,1,25.0,23.75,0.05,Home Office,In-Store
262,ORD-100262,20230122,12,3,1,38.0,38.0,0.0,Corporate,In-Store
263,ORD-100263,20230105,12,1,4,38.0,152.0,0.0,Home Office,Online
264,ORD-100264,20231107,14,4,6,120.0,763.2,0.0,Corporate,Online
265,ORD-100265,20231107,11,2,2,18.0,36.25,0.05,Consumer,Online
266,ORD-100266,20231114,12,4,3,38.0,120.84,0.0,Home Office,Online
267,ORD-100267,20231118,7,3,1,85.0,90.1,0.0,Home Office,Online
268,ORD-100268,20230608,6,2,1,130.0,130.0,0.0,Consumer,In-Store
269,ORD-100269,20230309,1,1,6,1100.0,6600.0,0.0,Corporate,In-Store
270,ORD-100270,20230801,6,3,1,130.0,98.28,0.1,Consumer,In-Store
271,ORD-100271,20230929,11,1,2,18.0,27.22,0.1,Corporate,Online
272,ORD-100272,20230531,14,2,3,120.0,360.0,0.0,Corporate,In-Store
273,ORD-100273,20230623,15,1,5,55.0,261.25,0.05,Corporate,Online
274,ORD-100274,20230314,9,3,1,220.0,220.0,0.0,Consumer,In-Store
275,ORD-100275,20231013,3,1,3,180.0,540.0,0.0,Corporate,Online
276,ORD-100276,20230516,1,4,4,1100.0,3960.0,0.1,Corporate,In-Store
277,ORD-100277,20231211,15,1,2,55.0,110.77,0.05,Corporate,In-Store
278,ORD-100278,20231104,10,1,4,65.0,275.6,0.0,Home Office,Online
279,ORD-100279,20230830,3,3,2,180.0,287.28,0.05,Home Office,In-Store
280,ORD-100280,20231109,2,4,1,79.0,83.74,0.0,Consumer,In-Store
281,ORD-100281,20231225,12,4,4,38.0,145.01,0.1,Corporate,Online
282,ORD-100282,20230313,9,3,1,220.0,220.0,0.0,Consumer,In-Store
283,ORD-100283,20230910,6,1,3,130.0,327.6,0.0,Consumer,Online
284,ORD-100284,20230718,2,1,3,79.0,199.08,0.0,Home Office,In-Store
285,ORD-100285,20231028,12,2,2,38.0,72.2,0.05,Consumer,In-Store
286,ORD-100286,20231202,11,2,3,18.0,54.38,0.05,Corporate,In-Store
287,ORD-100287,20230524,4,4,4,350.0,1330.0,0.05,Corporate,Online
288,ORD-100288,20230816,12,4,3,38.0,86.18,0.1,Consumer,In-Store
289,ORD-100289,20230212,10,3,3,65.0,185.25,0.05,Home Office,In-Store
290,ORD-100290,20230201,2,4,4,79.0,316.0,0.0,Consumer,Online
291,ORD-100291,20230821,11,1,1,18.0,14.36,0.05,Consumer,Online
292,ORD-100292,20230126,2,4,4,79.0,316.0,0.0,Consumer,Online
293,ORD-100293,20231017,1,2,3,1100.0,2805.0,0.15,Home Office,Online
294,ORD-100294,20231028,9,1,3,220.0,660.0,0.0,Consumer,In-Store
295,ORD-100295,20230317,11,1,3,18.0,54.0,0.0,Home Office,Online
296,ORD-100296,20230522,15,2,3,55.0,148.5,0.1,Consumer,Online
297,ORD-100297,20231004,2,4,3,79.0,237.0,0.0,Consumer,Online
298,ORD-100298,20231205,5,3,1,95.0,95.67,0.05,Consumer,Online
299,ORD-100299,20230708,6,3,1,130.0,98.28,0.1,Home Office,In-Store
300,ORD-100300,20230109,15,4,3,55.0,165.0,0.0,Consumer,Online
301,ORD-100301,20230804,11,1,1,18.0,15.12,0.0,Home Office,Online
302,ORD-100302,20230901,7,4,3,85.0,214.2,0.0,Corporate,Online
303,ORD-100303,20230820,4,4,2,350.0,588.0,0.0,Home Office,Online
304,ORD-100304,20231204,2,4,3,79.0,251.22,0.0,Corporate,Online
305,ORD-100305,20230228,2,3,3,79.0,237.0,0.0,Corporate,In-Store
306,ORD-100306,20231218,14,1,2,120.0,228.96,0.1,Home Office,In-Store
307,ORD-100307,20230211,7,3,2,85.0,170.0,0.0,Home Office,Online
308,ORD-100308,20230203,15,2,5,55.0,275.0,0.0,Home Office,In-Store
309,ORD-100309,20230717,3,1,3,180.0,453.6,0.0,Corporate,In-Store
310,ORD-100310,20230916,12,2,6,38.0,191.52,0.0,Consumer,Online
311,ORD-100311,20231202,12,4,3,38.0,108.76,0.1,Home Office,Online
312,ORD-100312,20230809,11,3,1,18.0,15.12,0.0,Consumer,In-Store
313,ORD-100313,20230623,14,3,4,120.0,480.0,0.0,Corporate,In-Store
314,ORD-100314,20230218,2,1,3,79.0,237.0,0.0,Corporate,In-Store
315,ORD-100315,20230722,3,2,1,180.0,143.64,0.05,Corporate,Online
316,ORD-100316,20230203,4,4,1,350.0,350.0,0.0,Corporate,Online
317,ORD-100317,20230718,1,1,2,1100.0,1848.0,0.0,Consumer,In-Store
318,ORD-100318,20231210,9,2,3,220.0,629.64,0.1,Corporate,In-Store
319,ORD-100319,20230120,11,1,2,18.0,36.0,0.0,Corporate,In-Store
320,ORD-100320,20230223,4,4,1,350.0,350.0,0.0,Consumer,Online
321,ORD-100321,20231203,9,3,2,220.0,466.4,0.0,Consumer,In-Store
322,ORD-100322,20231012,5,3,1,95.0,95.0,0.0,Corporate,Online
323,ORD-100323,20230825,1,1,2,1100.0,1848.0,0.0,Home Office,Online
324,ORD-100324,20231127,8,3,4,25.0,106.0,0.0,Home Office,In-Store
325,ORD-100325,20230115,2,1,3,79.0,225.15,0.05,Home Office,In-Store
326,ORD-100326,20230623,1,4,1,1100.0,1100.0,0.0,Consumer,Online
327,ORD-100327,20231017,10,4,3,65.0,175.5,0.1,Consumer,Online
328,ORD-100328,20231103,5,4,1,95.0,90.63,0.1,Home Office,Online
329,ORD-100329,20230712,8,4,2,25.0,39.9,0.05,Corporate,Online
330,ORD-100330,20230709,8,3,1,25.0,21.0,0.0,Corporate,Online
331,ORD-100331,20230127,4,1,4,350.0,1400.0,0.0,Home Office,Online
332,ORD-100332,20231212,15,2,1,55.0,52.47,0.1,Corporate,In-Store
333,ORD-100333,20230906,9,2,2,220.0,351.12,0.05,Corporate,In-Store
334,ORD-100334,20230421,3,4,6,180.0,1026.0,0.05,Consumer,In-Store
335,ORD-100335,20230809,3,3,1,180.0,151.2,0.0,Home Office,In-Store
336,ORD-100336,20230902,4,2,4,350.0,1117.2,0.05,Consumer,In-Store
337,ORD-100337,20231103,11,2,2,18.0,38.16,0.0,Consumer,In-Store
338,ORD-100338,20230419,15,1,4,55.0,209.0,0.05,Corporate,In-Store
339,ORD-100339,20230617,7,3,2,85.0,153.0,0.1,Corporate,In-Store
340,ORD-100340,20230331,13,2,1,45.0,42.75,0.05,Home Office,Online
341,ORD-100341,20230914,13,1,3,45.0,107.73,0.05,Home Office,In-Store
342,ORD-100342,20230206,10,1,3,65.0,175.5,0.1,Home Office,Online
343,ORD-100343,20230812,2,1,6,79.0,398.16,0.0,Consumer,In-Store
344,ORD-100344,20231022,12,2,1,38.0,34.2,0.1,Corporate,In-Store
345,ORD-100345,20230529,7,3,2,85.0,161.5,0.05,Consumer,In-Store
